# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8983607197983627,4.453475573617814,13.55388160021858,0,3.0,-0.04792907338832118,0.0,0.0,0.0
 0.09029449031824492,1.9102497661876434,4.456341708814339,13.55388160021858,0.2708834709547347,2.999999999999999,-0.04792907338832118,0.0,-0.8997310427298106,0.0
 0.12751715494760907,1.922074032251517,4.459184915052069,13.52039121335842,0.3825514648428272,3.0000000000000018,-0.04896713930305361,0.0,-1.1963266477525487,0.0
 0.15595815755320702,1.9338340429406224,4.46200528441518,13.486366484052542,0.46787447265962107,3.0,-0.05002121424287429,0.0,-1.4476122828764382,0.0
 0.1798344205327843,1.9455303232055996,4.46480290898784,13.451802912494118,0.5395032615983529,3.0,-0.051091362729626416,0.0,-1.6759418735890628,0.0
 0.20078196661912281,1.9571633979970868,4.467577880854224,13.416696042859087,0.6023458998573684,2.9999999999999987,-0.05217764123191781,0.0,-1.8905666367606284,0.0
 0.2196411676827492,1.9687337922657238,4.4703302920985,13.381041466532235,0.6589235030482475,3.0,-0.05328009871619145,0.0,-2.0964003248445344,0.0
 0.23691202980168463,1.9802420309621498,4.473060234804843,13.344834825575754,0.710736089405054,3.000000000000005,-0.05439877561694338,0.0,-2.296421704036657,0.0
 0.25292085318282215,1.9916886390370037,4.475767801057424,13.30807181610722,0.7587625595484664,2.999999999999993,-0.05553370266592581,0.0,-2.4925954551057132,0.0
 0.26789465252039146,2.0030741414409254,4.478453082940414,13.27074819193273,0.8036839575611743,2.9999999999999964,-0.05668490205050701,0.0,-2.6862964959149846,0.0
 0.2819989868084179,2.0143990631245536,4.481116172537986,13.23285976815759,0.8459969604252535,2.999999999999996,-0.05785238607413011,0.0,-2.8785304588270217,0.0
 0.2953590480763169,2.0256639290385277,4.483757161934312,13.194402424866148,0.8860771442289507,3.0000000000000084,-0.05903615690737247,0.0,-3.0700585117219923,0.0
 0.30807226307422775,2.0368692641334873,4.486376143213562,13.155372110950461,0.9242167892226832,3.0000000000000044,-0.06023620633234577,0.0,-3.261472758671564,0.0
 0.32021624398771276,2.0480155933600708,4.48897320845991,13.115764848019301,0.9606487319631384,3.0000000000000093,-0.06145251502503033,0.0,-3.4532441699851955,0.0
 0.3318540291486424,2.0591034416689182,4.491548449757527,13.07557673426078,0.9955620874459273,2.999999999999995,-0.06268505229526533,0.0,-3.6457542941532717,0.0
 0.34303766424587456,2.0701333340106682,4.494101959190585,13.034803948580803,1.0291129927376237,2.999999999999995,-0.0639337762725455,0.0,-3.8393170013158198,0.0
 0.35381072464511426,2.08110579533596,4.4966338288432555,12.993442754633802,1.0614321739353427,2.9999999999999947,-0.06519863227293508,0.0,-4.034193777392316,0.0
 0.3642101382275125,2.092021350595434,4.499144150799711,12.95148950507116,1.0926304146825376,3.0000000000000107,-0.0664795532847055,0.0,-4.230604777626465,0.0
 0.3742675322761691,2.1028805247397275,4.501633017144123,12.908940645758442,1.1228025968285074,3.0,-0.06777645938739045,0.0,-4.428736954044875,0.0
 0.3840102481048622,2.1136838427194817,4.504100519960662,12.865792720135152,1.1520307443145865,2.9999999999999942,-0.06908925702234281,0.0,-4.628750154228306,0.0
 0.3934621184903184,2.124431829485334,4.506546751333502,12.822042373630724,1.1803863554709553,3.0,-0.07041783871111883,0.0,-4.8307817661735895,0.0
 0.40264407239695654,2.135125009987925,4.508971803346815,12.77768635812069,1.2079322171908695,2.999999999999988,-0.07176208306384294,0.0,-5.034950295538071,0.0
 0.4115746117256798,2.145763909177894,4.511375768084772,12.732721536488222,1.2347238351770393,3.0000000000000124,-0.07312185330274548,0.0,-5.241358164935581,0.0
 0.42027019173388463,2.1563490520058792,4.513758737631543,12.687144887213366,1.2608105752016538,2.999999999999994,-0.07449699771263153,0.0,-5.45009390720297,0.0
 0.42874552791727066,2.166880963422521,4.516120804071303,12.640953509118797,1.286236583751812,3.0,-0.07588734948696682,0.0,-5.661233940197723,0.0
 0.43701384603048393,2.1773601683784567,4.518462059488222,12.594144625987923,1.3110415380914515,2.9999999999999734,-0.07729272539795415,0.0,-5.874843946507497,0.0
 0.44508708762817695,2.1877871918243277,4.520782595966471,12.546715591459025,1.3352612628845306,3.0000000000000067,-0.0787129250627027,0.0,-6.090980020655937,0.0
 0.4529760804410361,2.198162558710772,4.523082505590226,12.498663893852799,1.358928241323108,3.0,-0.08014773239272333,0.0,-6.309689595893173,0.0
 0.4606906806791592,2.2084867939884294,4.525361880443654,12.449987160993839,1.3820720420374772,2.999999999999986,-0.0815969135319535,0.0,-6.531012165492757,0.0
 0.46823989272327193,2.218760422607939,4.527620812610929,12.400683165293854,1.4047196781698155,3.0,-0.08306021669948035,0.0,-6.754979927095779,0.0
 0.4756319704510362,2.2289839695199394,4.529859394176224,12.350749828623277,1.4268959113531083,3.0,-0.08453737217112157,0.0,-6.981618262912605,0.0
 0.48287450353334715,2.2391579596750706,4.532077717223709,12.300185227386065,1.4486235106000411,3.0,-0.08602809196642791,0.0,-7.21094615257369,0.0
 0.48997449134217125,2.249282918023972,4.534275873837557,12.248987597612704,1.4699234740265132,2.9999999999999765,-0.08753206895947786,0.0,-7.442976521390595,0.0
 0.49693840657938204,2.259359369517282,4.536453956101939,12.19715534000519,1.4908152197381457,3.000000000000008,-0.08904897671265455,0.0,-7.677716501810173,0.0
